date;state;COUNTRY;confirmed
2020-06-03;no;Afghanistan;17267
2020-06-03;no;Albania;1184
2020-06-03;no;Algeria;9733
2020-06-03;no;Andorra;851
2020-06-03;no;Angola;86
2020-06-03;no;Antigua and Barbuda;26
2020-06-03;no;Argentina;19268
2020-06-03;no;Armenia;10524
2020-06-03;no;Austria;16771
2020-06-03;no;Azerbaijan;6260
2020-06-03;no;Bahamas;102
2020-06-03;no;Bahrain;12815
2020-06-03;no;Bangladesh;55140
2020-06-03;no;Barbados;92
2020-06-03;no;Belarus;45116
2020-06-03;no;Belgium;58685
2020-06-03;no;Belize;18
2020-06-03;no;Benin;244
2020-06-03;no;Bhutan;47
2020-06-03;no;Bolivia;11638
2020-06-03;no;Bosnia and Herzegovina;2551
2020-06-03;no;Botswana;40
2020-06-03;no;Brazil;584016
2020-06-03;no;Brunei;141
2020-06-03;no;Bulgaria;2560
2020-06-03;no;Burkina Faso;884
2020-06-03;no;Burma;233
2020-06-03;no;Burundi;63
2020-06-03;no;Cabo Verde;477
2020-06-03;no;Cambodia;125
2020-06-03;no;Cameroon;6585
2020-06-03;no;Central African Republic;1173
2020-06-03;no;Chad;820
2020-06-03;no;Chile;137490
2020-06-03;no;Colombia;33354
2020-06-03;no;Comoros;132
2020-06-03;no;Congo (Brazzaville);611
2020-06-03;no;Congo (Kinshasa);3495
2020-06-03;no;Costa Rica;1157
2020-06-03;no;Cote d'Ivoire;3110
2020-06-03;no;Croatia;2246
2020-06-03;no;Cuba;2107
2020-06-03;no;Cyprus;958
2020-06-03;no;Czechia;9438
2020-06-03;no;Denmark;11771
2020-06-03;no;Diamond Princess;712
2020-06-03;no;Djibouti;3935
2020-06-03;no;Dominica;18
2020-06-03;no;Dominican Republic;18040
2020-06-03;no;Ecuador;40966
2020-06-03;no;Egypt;28615
2020-06-03;no;El Salvador;2705
2020-06-03;no;Equatorial Guinea;1306
2020-06-03;no;Eritrea;39
2020-06-03;no;Estonia;1880
2020-06-03;no;Eswatini;295
2020-06-03;no;Ethiopia;1486
2020-06-03;no;Fiji;18
2020-06-03;no;Finland;6911
2020-06-03;no;France;185440
2020-06-03;no;Gabon;2902
2020-06-03;no;Gambia;26
2020-06-03;no;Georgia;800
2020-06-03;no;Germany;184121
2020-06-03;no;Ghana;8548
2020-06-03;no;Greece;2937
2020-06-03;no;Grenada;23
2020-06-03;no;Guatemala;5760
2020-06-03;no;Guinea;3933
2020-06-03;no;Guinea-Bissau;1339
2020-06-03;no;Guyana;153
2020-06-03;no;Haiti;2507
2020-06-03;no;Holy See;12
2020-06-03;no;Honduras;5690
2020-06-03;no;Hungary;3931
2020-06-03;no;Iceland;1806
2020-06-03;no;India;216824
2020-06-03;no;Indonesia;28233
2020-06-03;no;Iran;160696
2020-06-03;no;Iraq;8168
2020-06-03;no;Ireland;25111
2020-06-03;no;Israel;17377
2020-06-03;no;Italy;233836
2020-06-03;no;Jamaica;591
2020-06-03;no;Japan;16867
2020-06-03;no;Jordan;757
2020-06-03;no;Kazakhstan;12067
2020-06-03;no;Kenya;2216
2020-06-03;no;Korea, South;11629
2020-06-03;no;Kosovo;1123
2020-06-03;no;Kuwait;29359
2020-06-03;no;Kyrgyzstan;1871
2020-06-03;no;Laos;19
2020-06-03;no;Latvia;1079
2020-06-03;no;Lebanon;1256
2020-06-03;no;Lesotho;4
2020-06-03;no;Liberia;316
2020-06-03;no;Libya;196
2020-06-03;no;Liechtenstein;82
2020-06-03;no;Lithuania;1684
2020-06-03;no;Luxembourg;4024
2020-06-03;no;MS Zaandam;9
2020-06-03;no;Madagascar;908
2020-06-03;no;Malawi;369
2020-06-03;no;Malaysia;7970
2020-06-03;no;Maldives;1850
2020-06-03;no;Mali;1386
2020-06-03;no;Malta;622
2020-06-03;no;Mauritania;745
2020-06-03;no;Mauritius;335
2020-06-03;no;Mexico;101238
2020-06-03;no;Moldova;8795
2020-06-03;no;Monaco;99
2020-06-03;no;Mongolia;185
2020-06-03;no;Montenegro;324
2020-06-03;no;Morocco;7922
2020-06-03;no;Mozambique;316
2020-06-03;no;Namibia;25
2020-06-03;no;Nepal;2300
2020-06-03;no;Netherlands;46733
2020-06-03;no;New Zealand;1504
2020-06-03;no;Nicaragua;1118
2020-06-03;no;Niger;961
2020-06-03;no;Nigeria;11166
2020-06-03;no;North Macedonia;2492
2020-06-03;no;Norway;8477
2020-06-03;no;Oman;13537
2020-06-03;no;Pakistan;85264
2020-06-03;no;Panama;14609
2020-06-03;no;Papua New Guinea;8
2020-06-03;no;Paraguay;1070
2020-06-03;no;Peru;178914
2020-06-03;no;Philippines;19748
2020-06-03;no;Poland;24687
2020-06-03;no;Portugal;33261
2020-06-03;no;Qatar;62160
2020-06-03;no;Romania;19669
2020-06-03;no;Russia;431715
2020-06-03;no;Rwanda;397
2020-06-03;no;Saint Kitts and Nevis;15
2020-06-03;no;Saint Lucia;18
2020-06-03;no;Saint Vincent and the Grenadines;26
2020-06-03;no;San Marino;674
2020-06-03;no;Sao Tome and Principe;484
2020-06-03;no;Saudi Arabia;91182
2020-06-03;no;Senegal;3932
2020-06-03;no;Serbia;11523
2020-06-03;no;Seychelles;11
2020-06-03;no;Sierra Leone;909
2020-06-03;no;Singapore;36405
2020-06-03;no;Slovakia;1525
2020-06-03;no;Slovenia;1477
2020-06-03;no;Somalia;2146
2020-06-03;no;South Africa;37525
2020-06-03;no;South Sudan;994
2020-06-03;no;Spain;240326
2020-06-03;no;Sri Lanka;1749
2020-06-03;no;Sudan;5499
2020-06-03;no;Suriname;74
2020-06-03;no;Sweden;40803
2020-06-03;no;Switzerland;30893
2020-06-03;no;Syria;123
2020-06-03;no;Taiwan*;443
2020-06-03;no;Tajikistan;4191
2020-06-03;no;Tanzania;509
2020-06-03;no;Thailand;3084
2020-06-03;no;Timor-Leste;24
2020-06-03;no;Togo;452
2020-06-03;no;Trinidad and Tobago;117
2020-06-03;no;Tunisia;1087
2020-06-03;no;Turkey;166422
2020-06-03;no;US;1857332
2020-06-03;no;Uganda;507
2020-06-03;no;Ukraine;25385
2020-06-03;no;United Arab Emirates;36359
2020-06-03;no;United Kingdom;260388
2020-06-03;no;Uruguay;828
2020-06-03;no;Uzbekistan;3843
2020-06-03;no;Venezuela;1952
2020-06-03;no;Vietnam;328
2020-06-03;no;West Bank and Gaza;457
2020-06-03;no;Western Sahara;9
2020-06-03;no;Yemen;419
2020-06-03;no;Zambia;1089
2020-06-03;no;Zimbabwe;222
2020-06-04;Alberta;Canada;7091
2020-06-04;Anguilla;United Kingdom;3
2020-06-04;Anhui;China;991
2020-06-04;Aruba;Netherlands;101
2020-06-04;Australian Capital Territory;Australia;107
2020-06-04;Beijing;China;594
2020-06-04;Bermuda;United Kingdom;141
2020-06-04;Bonaire, Sint Eustatius and Saba;Netherlands;7
2020-06-04;British Columbia;Canada;2632
2020-06-04;British Virgin Islands;United Kingdom;8
2020-06-04;Cayman Islands;United Kingdom;160
2020-06-04;Channel Islands;United Kingdom;561
2020-06-04;Chongqing;China;579
2020-06-04;Curacao;Netherlands;21
2020-06-04;Diamond Princess;Canada;0
2020-06-04;Falkland Islands (Malvinas);United Kingdom;13
2020-06-04;Faroe Islands;Denmark;187
2020-06-04;French Guiana;France;556
2020-06-04;French Polynesia;France;60
2020-06-04;Fujian;China;358
2020-06-04;Gansu;China;139
2020-06-04;Gibraltar;United Kingdom;173
2020-06-04;Grand Princess;Canada;13
2020-06-04;Greenland;Denmark;13
2020-06-04;Guadeloupe;France;162
2020-06-04;Guangdong;China;1598
2020-06-04;Guangxi;China;254
2020-06-04;Guizhou;China;147
2020-06-04;Hainan;China;169
2020-06-04;Hebei;China;328
2020-06-04;Heilongjiang;China;947
2020-06-04;Henan;China;1276
2020-06-04;Hong Kong;China;1099
2020-06-04;Hubei;China;68135
2020-06-04;Hunan;China;1019
2020-06-04;Inner Mongolia;China;235
2020-06-04;Isle of Man;United Kingdom;336
2020-06-04;Jiangsu;China;653
2020-06-04;Jiangxi;China;932
2020-06-04;Jilin;China;155
2020-06-04;Liaoning;China;149
2020-06-04;Macau;China;45
2020-06-04;Manitoba;Canada;298
2020-06-04;Martinique;France;200
2020-06-04;Mayotte;France;2058
2020-06-04;Montserrat;United Kingdom;11
2020-06-04;New Brunswick;Canada;136
2020-06-04;New Caledonia;France;20
2020-06-04;New South Wales;Australia;3110
2020-06-04;Newfoundland and Labrador;Canada;261
2020-06-04;Ningxia;China;75
2020-06-04;Northern Territory;Australia;29
2020-06-04;Northwest Territories;Canada;5
2020-06-04;Nova Scotia;Canada;1058
2020-06-04;Ontario;Canada;30946
2020-06-04;Prince Edward Island;Canada;27
2020-06-04;Qinghai;China;18
2020-06-04;Quebec;Canada;52143
2020-06-04;Queensland;Australia;1060
2020-06-04;Reunion;France;479
2020-06-04;Saint Barthelemy;France;6
2020-06-04;Saint Pierre and Miquelon;France;1
2020-06-04;Saskatchewan;Canada;648
2020-06-04;Shaanxi;China;309
2020-06-04;Shandong;China;792
2020-06-04;Shanghai;China;677
2020-06-04;Shanxi;China;198
2020-06-04;Sichuan;China;578
2020-06-04;Sint Maarten;Netherlands;77
2020-06-04;South Australia;Australia;440
2020-06-04;St Martin;France;41
2020-06-04;Tasmania;Australia;228
2020-06-04;Tianjin;China;192
2020-06-04;Tibet;China;1
2020-06-04;Turks and Caicos Islands;United Kingdom;12
2020-06-04;Victoria;Australia;1681
2020-06-04;Western Australia;Australia;592
2020-06-04;Xinjiang;China;76
2020-06-04;Yukon;Canada;11
2020-06-04;Yunnan;China;185
2020-06-04;Zhejiang;China;1268
2020-06-04;no;Afghanistan;18054
2020-06-04;no;Albania;1197
2020-06-04;no;Algeria;9831
2020-06-04;no;Andorra;852
2020-06-04;no;Angola;86
2020-06-04;no;Antigua and Barbuda;26
2020-06-04;no;Argentina;20197
2020-06-04;no;Armenia;11221
2020-06-04;no;Austria;16805
2020-06-04;no;Azerbaijan;6522
2020-06-04;no;Bahamas;102
2020-06-04;no;Bahrain;13296
2020-06-04;no;Bangladesh;57563
2020-06-04;no;Barbados;92
2020-06-04;no;Belarus;45981
2020-06-04;no;Belgium;58767
2020-06-04;no;Belize;18
2020-06-04;no;Benin;261
2020-06-04;no;Bhutan;47
2020-06-04;no;Bolivia;12245
2020-06-04;no;Bosnia and Herzegovina;2594
2020-06-04;no;Botswana;40
2020-06-04;no;Brazil;614941
2020-06-04;no;Brunei;141
2020-06-04;no;Bulgaria;2585
2020-06-04;no;Burkina Faso;885
2020-06-04;no;Burma;236
2020-06-04;no;Burundi;63
2020-06-04;no;Cabo Verde;502
2020-06-04;no;Cambodia;125
2020-06-04;no;Cameroon;6789
2020-06-04;no;Central African Republic;1288
2020-06-04;no;Chad;828
2020-06-04;no;Chile;142154
2020-06-04;no;Colombia;35120
2020-06-04;no;Comoros;132
2020-06-04;no;Congo (Brazzaville);611
2020-06-04;no;Congo (Kinshasa);3644
2020-06-04;no;Costa Rica;1194
2020-06-04;no;Cote d'Ivoire;3262
2020-06-04;no;Croatia;2247
2020-06-04;no;Cuba;2119
2020-06-04;no;Cyprus;958
2020-06-04;no;Czechia;9494
2020-06-04;no;Denmark;11811
2020-06-04;no;Diamond Princess;712
2020-06-04;no;Djibouti;4054
2020-06-04;no;Dominica;18
2020-06-04;no;Dominican Republic;18319
2020-06-04;no;Ecuador;40966
2020-06-04;no;Egypt;29767
2020-06-04;no;El Salvador;2781
2020-06-04;no;Equatorial Guinea;1306
2020-06-04;no;Eritrea;39
2020-06-04;no;Estonia;1890
2020-06-04;no;Eswatini;300
2020-06-04;no;Ethiopia;1636
2020-06-04;no;Fiji;18
2020-06-04;no;Finland;6911
2020-06-04;no;France;186118
2020-06-04;no;Gabon;2955
2020-06-04;no;Gambia;26
2020-06-04;no;Georgia;801
2020-06-04;no;Germany;184472
2020-06-04;no;Ghana;8885
2020-06-04;no;Greece;2952
2020-06-04;no;Grenada;23
2020-06-04;no;Guatemala;6154
2020-06-04;no;Guinea;3991
2020-06-04;no;Guinea-Bissau;1339
2020-06-04;no;Guyana;153
2020-06-04;no;Haiti;2640
2020-06-04;no;Holy See;12
2020-06-04;no;Honduras;5880
2020-06-04;no;Hungary;3954
2020-06-04;no;Iceland;1806
2020-06-04;no;India;226713
2020-06-04;no;Indonesia;28818
2020-06-04;no;Iran;164270
2020-06-04;no;Iraq;8840
2020-06-04;no;Ireland;25142
2020-06-04;no;Israel;17495
2020-06-04;no;Italy;234013
2020-06-04;no;Jamaica;591
2020-06-04;no;Japan;16911
2020-06-04;no;Jordan;765
2020-06-04;no;Kazakhstan;12067
2020-06-04;no;Kenya;2340
2020-06-04;no;Korea, South;11668
2020-06-04;no;Kosovo;1142
2020-06-04;no;Kuwait;29921
2020-06-04;no;Kyrgyzstan;1899
2020-06-04;no;Laos;19
2020-06-04;no;Latvia;1082
2020-06-04;no;Lebanon;1306
2020-06-04;no;Lesotho;4
2020-06-04;no;Liberia;321
2020-06-04;no;Libya;209
2020-06-04;no;Liechtenstein;82
2020-06-04;no;Lithuania;1687
2020-06-04;no;Luxembourg;4027
2020-06-04;no;MS Zaandam;9
2020-06-04;no;Madagascar;957
2020-06-04;no;Malawi;393
2020-06-04;no;Malaysia;8247
2020-06-04;no;Maldives;1872
2020-06-04;no;Mali;1461
2020-06-04;no;Malta;622
2020-06-04;no;Mauritania;784
2020-06-04;no;Mauritius;335
2020-06-04;no;Mexico;105680
2020-06-04;no;Moldova;9018
2020-06-04;no;Monaco;99
2020-06-04;no;Mongolia;186
2020-06-04;no;Montenegro;324
2020-06-04;no;Morocco;8003
2020-06-04;no;Mozambique;352
2020-06-04;no;Namibia;25
2020-06-04;no;Nepal;2634
2020-06-04;no;Netherlands;46942
2020-06-04;no;New Zealand;1504
2020-06-04;no;Nicaragua;1118
2020-06-04;no;Niger;963
2020-06-04;no;Nigeria;11516
2020-06-04;no;North Macedonia;2611
2020-06-04;no;Norway;8504
2020-06-04;no;Oman;14316
2020-06-04;no;Pakistan;89249
2020-06-04;no;Panama;15044
2020-06-04;no;Papua New Guinea;8
2020-06-04;no;Paraguay;1086
2020-06-04;no;Peru;183198
2020-06-04;no;Philippines;20382
2020-06-04;no;Poland;25048
2020-06-04;no;Portugal;33592
2020-06-04;no;Qatar;63741
2020-06-04;no;Romania;19907
2020-06-04;no;Russia;440538
2020-06-04;no;Rwanda;410
2020-06-04;no;Saint Kitts and Nevis;15
2020-06-04;no;Saint Lucia;19
2020-06-04;no;Saint Vincent and the Grenadines;26
2020-06-04;no;San Marino;678
2020-06-04;no;Sao Tome and Principe;485
2020-06-04;no;Saudi Arabia;93157
2020-06-04;no;Senegal;4021
2020-06-04;no;Serbia;11571
2020-06-04;no;Seychelles;11
2020-06-04;no;Sierra Leone;914
2020-06-04;no;Singapore;36922
2020-06-04;no;Slovakia;1526
2020-06-04;no;Slovenia;1477
2020-06-04;no;Somalia;2204
2020-06-04;no;South Africa;40792
2020-06-04;no;South Sudan;994
2020-06-04;no;Spain;240660
2020-06-04;no;Sri Lanka;1797
2020-06-04;no;Sudan;5714
2020-06-04;no;Suriname;82
2020-06-04;no;Sweden;41883
2020-06-04;no;Switzerland;30913
2020-06-04;no;Syria;124
2020-06-04;no;Taiwan*;443
2020-06-04;no;Tajikistan;4289
2020-06-04;no;Tanzania;509
2020-06-04;no;Thailand;3101
2020-06-04;no;Timor-Leste;24
2020-06-04;no;Togo;465
2020-06-04;no;Trinidad and Tobago;117
2020-06-04;no;Tunisia;1087
2020-06-04;no;Turkey;167410
2020-06-04;no;US;1878683
2020-06-04;no;Uganda;522
2020-06-04;no;Ukraine;25981
2020-06-04;no;United Arab Emirates;37018
2020-06-04;no;United Kingdom;261622
2020-06-04;no;Uruguay;832
2020-06-04;no;Uzbekistan;3939
2020-06-04;no;Venezuela;2087
2020-06-04;no;Vietnam;328
2020-06-04;no;West Bank and Gaza;464
2020-06-04;no;Western Sahara;9
2020-06-04;no;Yemen;453
2020-06-04;no;Zambia;1089
2020-06-04;no;Zimbabwe;237
2020-06-05;Alberta;Canada;7098
2020-06-05;Anguilla;United Kingdom;3
2020-06-05;Anhui;China;991
2020-06-05;Aruba;Netherlands;101
2020-06-05;Australian Capital Territory;Australia;107
2020-06-05;Beijing;China;594
2020-06-05;Bermuda;United Kingdom;141
2020-06-05;Bonaire, Sint Eustatius and Saba;Netherlands;7
2020-06-05;British Columbia;Canada;2632
2020-06-05;British Virgin Islands;United Kingdom;8
2020-06-05;Cayman Islands;United Kingdom;164
2020-06-05;Channel Islands;United Kingdom;561
2020-06-05;Chongqing;China;579
2020-06-05;Curacao;Netherlands;21
2020-06-05;Diamond Princess;Canada;0
2020-06-05;Falkland Islands (Malvinas);United Kingdom;13
2020-06-05;Faroe Islands;Denmark;187
2020-06-05;French Guiana;France;589
2020-06-05;French Polynesia;France;60
2020-06-05;Fujian;China;358
2020-06-05;Gansu;China;139
2020-06-05;Gibraltar;United Kingdom;174
2020-06-05;Grand Princess;Canada;13
2020-06-05;Greenland;Denmark;13
2020-06-05;Guadeloupe;France;164
2020-06-05;Guangdong;China;1601
2020-06-05;Guangxi;China;254
2020-06-05;Guizhou;China;147
2020-06-05;Hainan;China;169
2020-06-05;Hebei;China;328
2020-06-05;Heilongjiang;China;947
2020-06-05;Henan;China;1276
2020-06-05;Hong Kong;China;1102
2020-06-05;Hubei;China;68135
2020-06-05;Hunan;China;1019
2020-06-05;Inner Mongolia;China;235
2020-06-05;Isle of Man;United Kingdom;336
2020-06-05;Jiangsu;China;653
2020-06-05;Jiangxi;China;932
2020-06-05;Jilin;China;155
2020-06-05;Liaoning;China;149
2020-06-05;Macau;China;45
2020-06-05;Manitoba;Canada;300
2020-06-05;Martinique;France;202
2020-06-05;Mayotte;France;2079
2020-06-05;Montserrat;United Kingdom;11
2020-06-05;New Brunswick;Canada;136
2020-06-05;New Caledonia;France;20
2020-06-05;New South Wales;Australia;3110
2020-06-05;Newfoundland and Labrador;Canada;261
2020-06-05;Ningxia;China;75
2020-06-05;Northern Territory;Australia;29
2020-06-05;Northwest Territories;Canada;5
2020-06-05;Nova Scotia;Canada;1058
2020-06-05;Ontario;Canada;31359
2020-06-05;Prince Edward Island;Canada;27
2020-06-05;Qinghai;China;18
2020-06-05;Quebec;Canada;52398
2020-06-05;Queensland;Australia;1061
2020-06-05;Reunion;France;480
2020-06-05;Saint Barthelemy;France;6
2020-06-05;Saint Pierre and Miquelon;France;1
2020-06-05;Saskatchewan;Canada;649
2020-06-05;Shaanxi;China;309
2020-06-05;Shandong;China;792
2020-06-05;Shanghai;China;677
2020-06-05;Shanxi;China;198
2020-06-05;Sichuan;China;578
2020-06-05;Sint Maarten;Netherlands;77
2020-06-05;South Australia;Australia;440
2020-06-05;St Martin;France;41
2020-06-05;Tasmania;Australia;228
2020-06-05;Tianjin;China;192
2020-06-05;Tibet;China;1
2020-06-05;Turks and Caicos Islands;United Kingdom;12
2020-06-05;Victoria;Australia;1681
2020-06-05;Western Australia;Australia;596
2020-06-05;Xinjiang;China;76
2020-06-05;Yukon;Canada;11
2020-06-05;Yunnan;China;185
2020-06-05;Zhejiang;China;1268
2020-06-05;no;Afghanistan;18969
2020-06-05;no;Albania;1212
2020-06-05;no;Algeria;9935
2020-06-05;no;Andorra;852
2020-06-05;no;Angola;86
2020-06-05;no;Antigua and Barbuda;26
2020-06-05;no;Argentina;21037
2020-06-05;no;Armenia;11817
2020-06-05;no;Austria;16843
2020-06-05;no;Azerbaijan;6860
2020-06-05;no;Bahamas;102
2020-06-05;no;Bahrain;13835
2020-06-05;no;Bangladesh;60391
2020-06-05;no;Barbados;92
2020-06-05;no;Belarus;46868
2020-06-05;no;Belgium;58907
2020-06-05;no;Belize;19
2020-06-05;no;Benin;261
2020-06-05;no;Bhutan;48
2020-06-05;no;Bolivia;12728
2020-06-05;no;Bosnia and Herzegovina;2606
2020-06-05;no;Botswana;40
2020-06-05;no;Brazil;645771
2020-06-05;no;Brunei;141
2020-06-05;no;Bulgaria;2627
2020-06-05;no;Burkina Faso;888
2020-06-05;no;Burma;236
2020-06-05;no;Burundi;63
2020-06-05;no;Cabo Verde;536
2020-06-05;no;Cambodia;125
2020-06-05;no;Cameroon;7392
2020-06-05;no;Central African Republic;1451
2020-06-05;no;Chad;836
2020-06-05;no;Chile;146361
2020-06-05;no;Colombia;36635
2020-06-05;no;Comoros;132
2020-06-05;no;Congo (Brazzaville);635
2020-06-05;no;Congo (Kinshasa);3764
2020-06-05;no;Costa Rica;1228
2020-06-05;no;Cote d'Ivoire;3431
2020-06-05;no;Croatia;2247
2020-06-05;no;Cuba;2133
2020-06-05;no;Cyprus;960
2020-06-05;no;Czechia;9529
2020-06-05;no;Denmark;11875
2020-06-05;no;Diamond Princess;712
2020-06-05;no;Djibouti;4123
2020-06-05;no;Dominica;18
2020-06-05;no;Dominican Republic;18708
2020-06-05;no;Ecuador;41575
2020-06-05;no;Egypt;31115
2020-06-05;no;El Salvador;2849
2020-06-05;no;Equatorial Guinea;1306
2020-06-05;no;Eritrea;39
2020-06-05;no;Estonia;1910
2020-06-05;no;Eswatini;305
2020-06-05;no;Ethiopia;1805
2020-06-05;no;Fiji;18
2020-06-05;no;Finland;6941
2020-06-05;no;France;186670
2020-06-05;no;Gabon;3101
2020-06-05;no;Gambia;26
2020-06-05;no;Georgia;805
2020-06-05;no;Germany;184924
2020-06-05;no;Ghana;9168
2020-06-05;no;Greece;2967
2020-06-05;no;Grenada;23
2020-06-05;no;Guatemala;6485
2020-06-05;no;Guinea;4060
2020-06-05;no;Guinea-Bissau;1368
2020-06-05;no;Guyana;153
2020-06-05;no;Haiti;2740
2020-06-05;no;Holy See;12
2020-06-05;no;Honduras;5971
2020-06-05;no;Hungary;3970
2020-06-05;no;Iceland;1806
2020-06-05;no;India;236184
2020-06-05;no;Indonesia;29521
2020-06-05;no;Iran;167156
2020-06-05;no;Iraq;9846
2020-06-05;no;Ireland;25163
2020-06-05;no;Israel;17562
2020-06-05;no;Italy;234531
2020-06-05;no;Jamaica;595
2020-06-05;no;Japan;16958
2020-06-05;no;Jordan;784
2020-06-05;no;Kazakhstan;12312
2020-06-05;no;Kenya;2474
2020-06-05;no;Korea, South;11719
2020-06-05;no;Kosovo;1147
2020-06-05;no;Kuwait;30644
2020-06-05;no;Kyrgyzstan;1936
2020-06-05;no;Laos;19
2020-06-05;no;Latvia;1085
2020-06-05;no;Lebanon;1312
2020-06-05;no;Lesotho;4
2020-06-05;no;Liberia;334
2020-06-05;no;Libya;239
2020-06-05;no;Liechtenstein;82
2020-06-05;no;Lithuania;1694
2020-06-05;no;Luxembourg;4032
2020-06-05;no;MS Zaandam;9
2020-06-05;no;Madagascar;975
2020-06-05;no;Malawi;409
2020-06-05;no;Malaysia;8266
2020-06-05;no;Maldives;1883
2020-06-05;no;Mali;1485
2020-06-05;no;Malta;625
2020-06-05;no;Mauritania;883
2020-06-05;no;Mauritius;337
2020-06-05;no;Mexico;110026
2020-06-05;no;Moldova;9247
2020-06-05;no;Monaco;99
2020-06-05;no;Mongolia;191
2020-06-05;no;Montenegro;324
2020-06-05;no;Morocco;8071
2020-06-05;no;Mozambique;354
2020-06-05;no;Namibia;25
2020-06-05;no;Nepal;2912
2020-06-05;no;Netherlands;47152
2020-06-05;no;New Zealand;1504
2020-06-05;no;Nicaragua;1118
2020-06-05;no;Niger;966
2020-06-05;no;Nigeria;11844
2020-06-05;no;North Macedonia;2790
2020-06-05;no;Norway;8522
2020-06-05;no;Oman;15086
2020-06-05;no;Pakistan;93983
2020-06-05;no;Panama;15463
2020-06-05;no;Papua New Guinea;8
2020-06-05;no;Paraguay;1087
2020-06-05;no;Peru;187400
2020-06-05;no;Philippines;20626
2020-06-05;no;Poland;25410
2020-06-05;no;Portugal;33969
2020-06-05;no;Qatar;65495
2020-06-05;no;Romania;20103
2020-06-05;no;Russia;449256
2020-06-05;no;Rwanda;420
2020-06-05;no;Saint Kitts and Nevis;15
2020-06-05;no;Saint Lucia;19
2020-06-05;no;Saint Vincent and the Grenadines;26
2020-06-05;no;San Marino;680
2020-06-05;no;Sao Tome and Principe;499
2020-06-05;no;Saudi Arabia;95748
2020-06-05;no;Senegal;4155
2020-06-05;no;Serbia;11667
2020-06-05;no;Seychelles;11
2020-06-05;no;Sierra Leone;929
2020-06-05;no;Singapore;37183
2020-06-05;no;Slovakia;1526
2020-06-05;no;Slovenia;1479
2020-06-05;no;Somalia;2204
2020-06-05;no;South Africa;43434
2020-06-05;no;South Sudan;994
2020-06-05;no;Spain;240978
2020-06-05;no;Sri Lanka;1801
2020-06-05;no;Sudan;5865
2020-06-05;no;Suriname;90
2020-06-05;no;Sweden;42939
2020-06-05;no;Switzerland;30936
2020-06-05;no;Syria;124
2020-06-05;no;Taiwan*;443
2020-06-05;no;Tajikistan;4370
2020-06-05;no;Tanzania;509
2020-06-05;no;Thailand;3102
2020-06-05;no;Timor-Leste;24
2020-06-05;no;Togo;485
2020-06-05;no;Trinidad and Tobago;117
2020-06-05;no;Tunisia;1087
2020-06-05;no;Turkey;168340
2020-06-05;no;US;1903907
2020-06-05;no;Uganda;557
2020-06-05;no;Ukraine;26542
2020-06-05;no;United Arab Emirates;37642
2020-06-05;no;United Kingdom;262727
2020-06-05;no;Uruguay;834
2020-06-05;no;Uzbekistan;4007
2020-06-05;no;Venezuela;2145
2020-06-05;no;Vietnam;328
2020-06-05;no;West Bank and Gaza;464
2020-06-05;no;Western Sahara;9
2020-06-05;no;Yemen;469
2020-06-05;no;Zambia;1089
2020-06-05;no;Zimbabwe;265
2020-06-06;Alberta;Canada;7138
2020-06-06;Anguilla;United Kingdom;3
2020-06-06;Anhui;China;991
2020-06-06;Aruba;Netherlands;101
2020-06-06;Australian Capital Territory;Australia;108
2020-06-06;Beijing;China;594
2020-06-06;Bermuda;United Kingdom;141
2020-06-06;Bonaire, Sint Eustatius and Saba;Netherlands;7
2020-06-06;British Columbia;Canada;2632
2020-06-06;British Virgin Islands;United Kingdom;8
2020-06-06;Cayman Islands;United Kingdom;164
2020-06-06;Channel Islands;United Kingdom;563
2020-06-06;Chongqing;China;579
2020-06-06;Curacao;Netherlands;21
2020-06-06;Diamond Princess;Canada;0
2020-06-06;Falkland Islands (Malvinas);United Kingdom;13
2020-06-06;Faroe Islands;Denmark;187
2020-06-06;French Guiana;France;639
2020-06-06;French Polynesia;France;60
2020-06-06;Fujian;China;359
2020-06-06;Gansu;China;139
2020-06-06;Gibraltar;United Kingdom;175
2020-06-06;Grand Princess;Canada;13
2020-06-06;Greenland;Denmark;13
2020-06-06;Guadeloupe;France;164
2020-06-06;Guangdong;China;1602
2020-06-06;Guangxi;China;254
2020-06-06;Guizhou;China;147
2020-06-06;Hainan;China;170
2020-06-06;Hebei;China;328
2020-06-06;Heilongjiang;China;947
2020-06-06;Henan;China;1276
2020-06-06;Hong Kong;China;1105
2020-06-06;Hubei;China;68135
2020-06-06;Hunan;China;1019
2020-06-06;Inner Mongolia;China;235
2020-06-06;Isle of Man;United Kingdom;336
2020-06-06;Jiangsu;China;653
2020-06-06;Jiangxi;China;932
2020-06-06;Jilin;China;155
2020-06-06;Liaoning;China;149
2020-06-06;Macau;China;45
2020-06-06;Manitoba;Canada;300
2020-06-06;Martinique;France;202
2020-06-06;Mayotte;France;2079
2020-06-06;Montserrat;United Kingdom;11
2020-06-06;New Brunswick;Canada;136
2020-06-06;New Caledonia;France;20
2020-06-06;New South Wales;Australia;3109
2020-06-06;Newfoundland and Labrador;Canada;261
2020-06-06;Ningxia;China;75
2020-06-06;Northern Territory;Australia;29
2020-06-06;Northwest Territories;Canada;5
2020-06-06;Nova Scotia;Canada;1058
2020-06-06;Ontario;Canada;31620
2020-06-06;Prince Edward Island;Canada;27
2020-06-06;Qinghai;China;18
